renda,consumo,valor,maquina
947.65,2.666666667,6.3,1
4237.33,7,11.57142857,1
1013.47,46.66666667,1.134,1
915.54,3.333333333,9.288,1
5283.96,5,9.714,1
4680.13,6,12.115,1
1091.3,5,11.612,1
666.62,3.333333333,12.6,0
4542.16,2.666666667,18.495,1
1272.5,1.333333333,19.4475,0
141.61,1.333333333,19.4475,0
3360.11,2.666666667,14.17875,1
11745.67,3.666666667,13.63636364,1
1888.57,6.666666667,11.7885,1
1750.8,2.666666667,13.0875,1
8442.87,2.333333333,6.36,1
503.73,1.666666667,9.378,1
1339,3.333333333,13.05,1
1139.14,2.666666667,9.69,1
5994.56,5.333333333,8.625,1
1073.57,2,8,1
857.67,2.666666667,7.5,1
1269.88,1.666666667,18,1
2266.07,1.333333333,21,1
1000,3.333333333,12.702,1
990.28,3.333333333,10.8,1
2978.31,2.666666667,14.17875,1
1390.08,2,14.175,1
437.48,2.666666667,14.25,1
2942.35,5,11.48,1
600.65,2.666666667,6.27375,1
455.91,8.333333333,6,0
1259.02,2.666666667,13.125,1
1061.08,5.666666667,5.027647059,1
2043.92,4.333333333,12.15230769,1
1857.72,3.333333333,13.125,1
1107.01,2.666666667,26.25,1
456.75,2.333333333,14.93142857,1
1529.59,3,10.62333333,1
571.03,4,7.5,1
1194,1.666666667,19.404,1
937.96,2,22.8,1
3212.29,2.666666667,5.625,1
1853.35,5,9,1
313.54,2.666666667,6.375,0
1901.3,5,13.18,1
1205.42,2.333333333,14.63142857,1
1732.5,15,9.8,1
13906.38,3.333333333,13.125,1
1575.65,3,13.59333333,0
1829.92,3.333333333,14.196,1
2743.4,6.333333333,11.21052632,1
2140,4.666666667,6.428571429,1
1174.23,6,11.83333333,0
871.89,3.666666667,14.94545455,0
646,1,26.35,1
1656.09,2.666666667,14.25,1
5478.86,1.333333333,19.4475,1
6121.1,3,14.66666667,1
2984.51,3.666666667,13.23,1
1957.33,4,11.2725,1
2633.49,6.333333333,11.49789474,1
1205.54,6,6.896666667,1
572.5,6.666666667,6.5505,1
1087.86,9,7.358888889,1
1006,8.666666667,4.846153846,1
802.85,1.666666667,12.48,1
1004.42,1.333333333,20.2275,1
1687.36,3.666666667,9.880909091,1
1186.71,2,15.935,0
616.84,4,12.4225,1
1896.14,3.333333333,13.125,0
563.98,2.666666667,14.49,1
1404.22,3.333333333,13.125,0
551.45,14.33333333,14.14953488,0
971.48,10,3.115,1
608.72,1,32.25,0
4690.23,5,11.99,1
2642.84,4.333333333,12.39923077,1
504.5,.6666666667,19.35,0
1814.58,4.333333333,12.15230769,1
2041.64,1.333333333,19.4475,1
5310.54,5.333333333,12,1
1894.67,5.666666667,11.73705882,0
2559.35,3.333333333,13.125,0
880,1.333333333,19.4475,0
1664.03,4.666666667,14.93142857,1
3210.08,4,12.705,1
3337.5,15.66666667,17.74468085,1
620.1,5,6,1
3855.98,3.333333333,13.5,1
538.85,2.666666667,16.40625,1
1147.2,2.666666667,11.25,1
585.6,2.666666667,14.25,1
472.4,4,11.95,1
10000,30,6.138,1
448.98,2.666666667,6.945,0
1190.92,1.666666667,10.602,1
2397,4.666666667,2.785714286,1
1252.83,2.333333333,4.47,1
1074.41,2.333333333,7.212857143,1
1404.56,1.666666667,10.098,1
861,31,.2412903226,1
3982.1,.3333333333,75,0
981.17,.6666666667,46.155,1
2833.98,7,2.121428571,0
570.53,1,13.46,0
2132.69,1,13.46,1
1287.5,2,10.095,1
655.5,1,14.01,1
1357.91,.3333333333,60.87,1
1124.9,5.333333333,11.544375,0
683.52,1,10,1
1099.03,1.666666667,13.2,0
4104.71,4.666666667,11.92071429,1
2808.07,5.666666667,11.27470588,1
482.51,7,12.79571429,0
2269.92,8,12.34,1
297.44,4.666666667,11.985,0
1395.99,2.666666667,14.13,0
1196.36,2,17.12,0
630.93,2.333333333,4.47,1
677.34,4.333333333,19.42153846,1
680.74,3.333333333,13.2,0
751.38,4,12.5,1
1988.01,3.666666667,12.67636364,1
2654.77,4,8.6625,1
235.2,.6666666667,10.92,0
2128.69,3,5.86,0
1222,5,2,0
2891.83,7,2.121428571,1
453.52,4.333333333,3.230769231,0
934.38,4.333333333,3.230769231,0
510.53,3.333333333,4.158,0
641.17,5.666666667,2.445882353,1
3269.27,1.333333333,9.8925,1
8931.75,3.333333333,12.978,1
2371.87,2.333333333,15.75,1
1697.8,4.333333333,7.2,1
1778.43,4,6.76,1
4078.25,3,11.15,1
4320.34,3,13.05,1
2897.27,2.666666667,12.36,1
4341.18,5.333333333,10.51125,0
3119.5,8,11.3475,0
6742.81,1.333333333,3.9375,0
5102.66,1.666666667,17.34,0
1222.04,.3333333333,21,0
876.17,.3333333333,19.5,1
19425.04,3.333333333,8.7,1
8524.13,3.333333333,8.4,0
3075.95,3.666666667,12.27272727,0
3805,3.333333333,8.7,1
1074.07,.3333333333,18,1
4490.83,1,10,1
921.6,3.333333333,6,1
4228.61,1.666666667,9,1
415.42,2.666666667,5.46,1
614.69,5,2.912,0
835.19,3,5.493333333,0
2553.25,2.333333333,5.627142857,1
5693.91,2.666666667,9.375,1
2606.19,4,5.61,0
1235.87,6.666666667,3.3,1
2110.87,2.666666667,8.25,0
2780.75,3,6,0
1130.67,4.333333333,5.076923077,1
615.19,4.666666667,4.714285714,0
815.28,1.666666667,5.94,1
703.21,6.666666667,3.234,1
10328.31,16.66666667,3.6222,1
1155.28,1.666666667,3.15,0
1448.38,2.333333333,3.342857143,0
2142.4,.6666666667,3.12,0
1444.55,2.333333333,3.12,0
1898.89,6.333333333,3.09,0
1008.15,3.333333333,5.001,1
1738.56,4,12.745,1
2038.3,3,12.54666667,0
2402.43,7,12.92857143,1
2394.91,6.666666667,11.0175,1
751.72,3.333333333,9.09,1
1892.86,5,1.616,1
2419.07,.6666666667,15,1
1009.96,1.666666667,7.5,1
954.62,2,4,0
1936.99,2.666666667,3,1
4498.94,2.333333333,4.285714286,1
2109.61,2,5,1
451.37,1.666666667,6,1
9840.69,3.333333333,3,1
7099.15,3.333333333,13.125,1
1291.47,5,2,0
3666.8,5,2,1
557.99,2,2.5,1
1095.23,1.333333333,18,1
2040.88,1,18,1
3600.61,2.333333333,3,1
2618.7,2.666666667,5.625,1
669.36,1.666666667,17.34,1
979.02,1.666666667,6.6,1
620,1.666666667,6,1
2033.21,2.333333333,.9,0
764.14,2,1.05,0
6237.27,2,1.3,0
2077.85,2.666666667,4.21125,1
1961.66,1,3.54,0
2760.4,3.333333333,3.12,0
4602.53,5,2.496,0
1865.28,2.666666667,3.47625,0
2828.39,2.666666667,2.295,1
5235.52,43.33333333,1.165384615,0
1819.87,9.333333333,2.142857143,0
2894,3.333333333,3.6,0
1382.61,4.333333333,2.307692308,0
1199.31,.6666666667,1.5,0
3468.69,5,9.56,1
245.75,2,3.75,1
2849.42,.3333333333,75,1
1392.91,6.666666667,1.95,1
674,3.333333333,1.5,0
1977.26,3.333333333,3,1
1126.03,3.333333333,.3,1
692.13,3.333333333,12,1
3529.21,5,16.14,1
2470.68,3.333333333,10.329,1
3954.59,8.333333333,10.3932,1
951.28,3.333333333,10.935,1
952.21,3.666666667,10.09090909,0
11991.33,37,4.864864865,1
1869.14,10.66666667,5.90625,1
1508.5,4,9.815,1
1637.83,3.666666667,9.621818182,1
1751.65,3.333333333,9.39,0
7625.01,7,10,1
1184.97,1,50.4,1
1228.11,5,6.2,1
2015.78,8.333333333,10.56,1
3243.6,8.333333333,6.624,1
6761.25,8.666666667,7.615384615,1
4098.92,9.666666667,6.517241379,1
3715.66,3,8.666666667,0
3909.96,8.333333333,5.0844,1
3837.31,8.333333333,5.0844,0
5931.57,3.333333333,13.5,0
2198.01,3.333333333,5.679,1
632.65,6.666666667,6,0
1552.03,5.666666667,6.176470588,1
5514.98,15.66666667,9.574468085,1
2547.53,5.333333333,12.05625,1
1515.2,5.666666667,12.34941176,1
2764.19,10,5.015,1
3104.75,4,12.705,1
3390.15,3.333333333,5.52,0
2510.96,23.33333333,5.142857143,0
2564.88,26.66666667,3.75,1
1537.82,10,1.8,1
1040.76,3.333333333,4.5,1
2613.76,7.333333333,6.451363636,0
563.3,6.666666667,2.7,1
1643.38,5.666666667,7.68,0
1655.97,4.666666667,8.172857143,0
764,3.333333333,2.49,0
3508.22,3.333333333,9.39,1
7710.98,5.666666667,10.78058824,1
3571.21,3.333333333,5.52,1
7866.91,7.333333333,10.96363636,1
951.77,1.666666667,18,1
3654.22,9.666666667,11.99275862,1
3480.15,6,11.32166667,1
3655.73,3.666666667,9.886363636,1
2367.72,10,10.24,1
1973.6,3.333333333,9.39,1
1820.88,9.333333333,11.82964286,1
467.8,2.666666667,12.075,0
2963.62,2,16.005,1
2523.81,3.333333333,12.411,0
1544.85,3.333333333,12.027,0
1804.16,7.333333333,5.990454545,0
3235.66,4.333333333,10.25076923,1
11852.61,5,6.186,1
7550.72,5,17.116,0
2624.75,1,33.45,0
1731.62,1.666666667,20.1,0
2470,6.666666667,8.133,1
1253.82,5,6.114,1
1993.98,3.333333333,6.258,0
5149.99,13.33333333,3.0225,1
1729.87,5,6.03,0
3585.16,7,6.841428571,1
2498.59,7,6.931428571,1
1360,3.333333333,10.05,1
2617.5,5,6.02,1
1480.15,5,6.9,0
1870.2,5.666666667,5.88,0
1150.3,3.333333333,9.84,0
1255.5,6.666666667,6.0375,1
3091.54,17,2.425882353,1
3508,5.333333333,11.015625,1
2349.75,7,12.41571429,1
865.62,6,6.396666667,0
3996.86,11,13.66545455,1
3730.64,5,7,1
9058.66,4,6.18,0
1448.76,3.666666667,10.24636364,1
10519.63,9,7.333333333,1
4340.93,3.333333333,6,1
6222.92,6.666666667,12.7395,1
3382.96,6.666666667,11.49,0
1461.11,3.333333333,12.891,1
2099.5,3.333333333,12.891,1
3180.75,2,21.95,1
3503.24,5.333333333,13.798125,1
2551.01,4,10.51,0
17286.69,5.666666667,12.88588235,1
2167.23,4,8.875,1
2594.47,11.66666667,15,1
3486.83,3.333333333,15.423,0
3166.33,5.333333333,12.875625,0
736.09,6.666666667,7.05,1
2561.84,6.666666667,11.4705,0
1526.63,4.333333333,6.692307692,0
1915.77,7.666666667,13.10086957,0
2562.52,4.333333333,12.87230769,1
2118.12,3.333333333,12.891,0
2925.83,5.666666667,12.52941176,1
1560.63,7.666666667,6.52173913,0
1255.67,4,13,1
6193.33,4.666666667,16.71428571,1
2012.25,11.66666667,6.857142857,1
4207.09,6.666666667,5.91,1
2374.67,4.333333333,12.13615385,1
5754.42,4,11.75,1
1529,3.666666667,13.09090909,0
6325.12,6,6.78,1
1831.5,3.333333333,5.91,1
1122.57,3.333333333,5.91,0
6147.71,6.333333333,6.947368421,1
812.29,5,6.45,0
1350,6.333333333,6.631578947,1
873.6,4.333333333,6.710769231,0
5451.92,9.666666667,7.743103448,1
814,5.333333333,6.75,0
10215.58,9.666666667,7.558965517,1
4771.17,23.33333333,8.571428571,1
5229.89,9.333333333,12.375,1
3103.1,6.666666667,9.765,1
1244.79,10,7.21,0
4450.63,3.333333333,9.579,0
2938.78,6.666666667,7.128,0
4515.92,.3333333333,378,1
6991.39,10.33333333,12.64064516,1
4338.97,5,9.6,1
10692.72,1.666666667,18,1
1630,4,11.75,0
1704.13,6.666666667,10.2,0
2354.94,3.666666667,15.05727273,1
2452.75,3.333333333,9.39,1
1256.5,3.333333333,12.6,1
3484.16,3.333333333,15.294,1
6538.2,4,6.5,1
1664,3.333333333,9,1
3094.99,3.333333333,6.3,0
1060,4,5.85,1
2450.22,3.333333333,6.201,1
4289,4.666666667,10.83857143,1
3537.57,4,5.75,1
7420.72,5,6.534,1
2556.53,3.333333333,6.3,0
1878.16,4,9.25,0
8375.57,15,6.02,0
2451.99,3.666666667,5.800909091,1
4728.93,7,6.838571429,1
3407.87,6.666666667,6.0675,0
2138.93,4,4.8125,1
4189.91,5.666666667,5.878235294,1
4789.63,6.666666667,6.3,1
5826.9,7,6.838571429,1
5836.32,7,6.537142857,0
7541.9,7,6.838571429,1
17482.83,6.333333333,6.708947368,1
2985.56,6.333333333,6.947368421,0
6116.8,3.333333333,5.886,1
4388.61,3.333333333,10.05,1
3734.7,6.666666667,11.742,1
6262,3.666666667,21.02181818,1
5571.54,5.666666667,11.64705882,1
26495.83,17,25.84588235,1
6239.4,4.333333333,9.978461538,1
10376.13,7.333333333,11.75181818,1
19173.81,3.333333333,10.05,1
1452.92,3.333333333,10.05,0
3984.52,4.333333333,10.68692308,1
9940.28,3.666666667,9.226363636,1
1408.69,3.333333333,10.284,1
3713.7,5.333333333,11.47125,1
10761.21,11.33333333,13.98617647,1
12615.04,5,10.97,1
57399.74,14.33333333,15.51069767,1
1616.93,6,5.583333333,0
7877.87,11.66666667,5.458285714,1
17095,6.333333333,6.789473684,1
8970.02,7.666666667,6.493043478,1
7019.25,11,7.14,1
14334.8,7,6.178571429,1
25789.22,13.33333333,6.69,1
9359.69,8.333333333,5.604,1
2457.81,3.333333333,14.118,1
6516.4,5.666666667,5.878235294,1
12233.39,10.33333333,6.84,1
5155.96,6.666666667,6.1725,1
4865.77,7,5.878571429,1
10688,6.333333333,11.48684211,1
8454.62,6,7.498333333,1
1327.7,3.333333333,5.28,0
3201.05,5,6.322,1
894.46,4,12.3375,1
3590.59,6,6.273333333,1
526.83,3.333333333,5.574,0
1741.38,5.333333333,6,0
2552.58,5,6.188,0
1157.42,3.333333333,5.856,0
2354.95,3.333333333,27.708,1
3273.01,6,5.883333333,1
2531.08,6,5.01,1
930.65,3.333333333,5.52,0
1980.86,5.666666667,6.462352941,1
2710.27,3.333333333,5.796,1
2403.96,3.333333333,6.354,1
2356.95,6.666666667,7.5705,1
5008.8,6.333333333,6.281052632,1
556.17,6,6.333333333,0
860.72,7.333333333,4.636363636,1
2032.33,8,6.57125,1
822.33,4,5.77,1
1229.33,10,4,1
6152.24,4.666666667,6.428571429,0
1804.91,20,1,1
2213.69,5,8.908,1
3346.29,4.666666667,6.186428571,1
2024.21,3.333333333,9.483,1
2019.21,3.333333333,9.483,1
1305.5,3.333333333,9.39,1
3632.13,4,9.815,1
1372.24,3.333333333,5.7,0
2063.47,4.333333333,6.004615385,1
1852.11,3.333333333,5.685,1
5659.46,4.333333333,13.44,0
2730.97,3.333333333,12.102,1
959.78,5.333333333,3.75,1
1262.09,.3333333333,109.86,1
6707.78,.3333333333,494.55,1
1474.91,.3333333333,62.7,1
3090,7.333333333,6.645,0
2114.12,6.333333333,6.623684211,1
1222.12,3.333333333,5.814,1
926.56,10.33333333,7.258064516,1
1987.16,3.333333333,5.52,1
636.32,3.333333333,5.52,1
6241.84,7.333333333,6.451363636,1
537.76,6.666666667,7.314,1
1431.36,7,6.382857143,1
2546.92,7,6.514285714,1
1932.06,4.666666667,6.428571429,0
1156.23,4.333333333,5.866153846,1
798.3,3.333333333,4.86,1
2073.72,5,6.492,1
2560.34,1.666666667,18,1
2285.65,6,5.583333333,1
1695.66,5,6.356,1
5383.8,4,7.5,1
1049.74,7.333333333,4.909090909,1
1666.07,14,5.679285714,0
1949.07,5.333333333,6.091875,0
4416.76,3.333333333,5.658,1
301.63,1.666666667,11.04,1
1703.12,3.666666667,2.727272727,1
893.27,4.666666667,6.188571429,1
1285.13,6.333333333,6.262105263,1
1813.89,1,18.4,1
1063.44,6,6.796666667,1
830.49,18.66666667,1.380535714,0
918.87,3.333333333,5.64,0
747.13,8.333333333,2.184,1
597.59,6.666666667,6.0225,0
913,6.666666667,7.2,0
1653.18,5,8.096,0
1465.01,6.666666667,6.03,1
613.23,8.333333333,4.92,0
1868.68,3.333333333,12,0
1447.46,3.333333333,9.6,1
3187.72,3.333333333,10.326,0
2759.64,3.333333333,7.005,1
1686.83,6.666666667,9.1755,1
78.87,3.333333333,5.52,1
1167.5,91,.9143956044,0
7901.99,5,10.24,1
1348.3,6.333333333,6.262105263,0
1244.29,4,9.815,0
2796.42,5,10.24,0
1100.8,3.333333333,9.39,0
9856.52,6.666666667,5.52,0
3116.76,5.666666667,12.34941176,0
6706.71,7,11.1,1
2400.12,5,10.24,1
597.99,5.333333333,5.919375,1
3039.01,4.333333333,5.866153846,0
2800.17,3.333333333,5.757,1
685.75,3.333333333,12.3,0
835.5,12.66666667,5.447368421,0
1223,15,14,1
1079,3.333333333,12.6,1
784,29,3.448275862,1
1085.4,5,12.048,1
4225.74,2,21.2,1
1197.54,1.666666667,26.292,1
1710.34,2.666666667,17.43375,1
2312.53,3.333333333,13.998,1
1693.43,3.333333333,12.102,0
2048,8,7.125,0
1031.89,8,8,0
4575.41,3.333333333,13.443,1
2156.57,3.333333333,12.102,0
6920.36,5,7.4,1
787.07,3.333333333,12.102,0
1193.15,12.66666667,4.105263158,0
3164.63,5,6.02,1
729.08,6.666666667,6.0225,0
1320.16,7.666666667,5.960869565,0
1185.26,5,5.578,0
1252.31,3.666666667,5.656363636,0
465.78,9,7.022222222,0
6285.52,3.333333333,6.414,0
1420.3,3.333333333,5.823,1
1123.23,9,7.333333333,0
1102.65,3.333333333,6.3,0
1462.42,3.333333333,5.4,0
827.4,2.666666667,6.50625,0
1332.94,4.666666667,7.928571429,1
1703.22,7,6.714285714,0
1008.22,4,6.14,1
1860.69,3.666666667,6.272727273,1
1328.25,4,6.25,1
707.45,3.333333333,3.6,0
1418,3.333333333,5.52,0
2291.42,2.333333333,15.18857143,1
1678.22,3.333333333,5.682,0
1523.29,3.666666667,10.09090909,0
1157.56,5.333333333,6.575625,0
249.24,5.666666667,6.451764706,0
1118.25,3.333333333,9.6,0
3811.35,3.333333333,5.637,1
3028.5,3.333333333,5.52,1
261.37,3.333333333,5.805,0
1460.05,3.333333333,6.6,0
1431.42,3.333333333,5.967,0
1510.2,3.333333333,5.46,0
2193.36,3.333333333,5.91,1
23531.67,3.333333333,5.91,1
1508.21,3.333333333,5.91,0
5285.94,3.333333333,5.7,1
1946.85,3.333333333,9.867,0
2095.1,3.333333333,10.353,1
1225.33,3.333333333,5.52,1
1841.6,7,12.10857143,1
3425.01,6.666666667,8.0055,1
2089.34,6.666666667,6.75,0
872.75,6.666666667,4.725,1
3965.68,4,6.3325,0
3946.2,3.333333333,8.1,0
484.42,3.333333333,5.52,1
1207.7,3.333333333,5.55,1
1175.54,3.333333333,9,0
1740.16,3.333333333,6.6,0
616.17,3.333333333,6,0
672.47,3.333333333,6.699,0
1032.5,2.666666667,7.3875,1
5028.49,6.666666667,6.582,0
2112.83,4,5.13,1
415,3.333333333,6.216,0
1596.91,3.333333333,5.7,1
1328.12,3.333333333,5.757,0
793.71,3.666666667,6.537272727,0
1633.17,4,8.875,1
2083.73,6.666666667,6.75,0
2271.49,6.666666667,6.345,0
1944.42,5,6.9,1
4706.42,4,6.75,1
1753.69,3.666666667,6.136363636,0
3074.68,8.666666667,4.269230769,1
1043.92,4,6.25,0
1177.89,7,6.571428571,0
1323.16,2.666666667,6.375,0
5688.07,7.333333333,6.136363636,1
2349.03,8.333333333,7.2312,1
1057.86,5.666666667,5.647058824,0
1354.15,6.666666667,5.85,1
882.1,5,5.8,1
687.29,3.666666667,5.454545455,0
1653.14,3.333333333,7.2,0
1922.08,3.333333333,6.147,0
1201.48,4,6.18,0
1528.17,7.333333333,5.454545455,1
6788.15,4,6,1
3422,4,6,0
3308.42,8.333333333,5.76,1
2940.11,5,5.6,1
2209.48,.6666666667,60,1
6341.63,7.666666667,6.979565217,1
851.59,4.666666667,6.372857143,0
4048.23,5,6,0
5253.53,6.666666667,7.536,1
3326.44,3.333333333,14.313,1
1824.71,7.666666667,11.86565217,0
9799.17,8,14.3275,1
1537.93,3.666666667,6.057272727,0
1840.5,7,6.838571429,0
1441.92,5,11.6,1
1647.5,6.666666667,7.2,0
1023.9,2.666666667,18,0
3186.61,4.666666667,12.42857143,1
2966.17,3.333333333,6.6,0
2554.67,3.333333333,6.045,0
1752.8,10,7.033,0
1543.46,3.333333333,9.3,0
2835.26,3.333333333,5.91,0
5863.88,6.666666667,5.1,1
1922.43,3.333333333,6.054,1
1270.77,3.333333333,9,0
2251.67,3.333333333,6.081,1
4043.35,6,7.105,0
2626.24,6,7.98,1
2727.49,3.333333333,5.91,1
2329.68,4.333333333,6.948461538,1
1341.83,4.333333333,9.590769231,1
3129.03,6.666666667,6.8955,1
5078.91,6.666666667,7.047,1
2822.75,4,6.3025,0
2456.33,3.333333333,6.213,0
1489.75,3.333333333,5.91,0
6233.06,3,7.033333333,0
1720.7,5.666666667,6.485294118,0
2617.75,6.666666667,6.465,0
15088.9,7.666666667,7.189565217,1
1825.09,5.333333333,7.010625,1
4049.28,1,18.35,0
2554.09,4.666666667,7.116428571,1
2272.8,3.333333333,3.246,0
8229.13,.3333333333,90.93,0
10400.04,12.66666667,4.273421053,0
15572.73,9.333333333,3.738214286,1
544.26,1.333333333,8.115,0
2537,5.666666667,3.340588235,0
910.01,.3333333333,32.46,0
764.65,.3333333333,32.46,0
3650.27,6,2.666666667,1
882.13,4,3.28,0
381.46,3.333333333,6.45,0
2914.5,2,8.5,1
2715.19,3.333333333,6,0
616.89,6.666666667,5.25,1
3914,3.333333333,6.3,1
2584.99,3.333333333,6,0
530.23,3.333333333,6,0
3657.56,3.333333333,6,1
3370.32,6.666666667,4.95,1
1087,10,5.5,1
1395.53,3.333333333,5.82,0
1760.33,10,5,1
827.25,6.666666667,6,0
2049.95,11.66666667,5.142857143,1
2613.84,11.66666667,4.714285714,1
2158.29,5,5,1
2015.41,4.666666667,8.175,0
12219.84,12.66666667,8.368421053,1
1259.75,3.333333333,10.353,0
4279.19,6.333333333,1.168421053,0
3853.26,10.66666667,8.0784375,1
2468.61,3.333333333,9.21,0
6701.67,5.333333333,7.18875,0
3085.3,2.333333333,7.684285714,0
3045.21,3.666666667,7.636363636,1
10198.9,6.666666667,5.25,1
387.82,3.333333333,6.9,0
5843.16,16.66666667,7.02,1
2897.4,3.333333333,6.9,1
785.09,3.333333333,6.9,1
1935.63,3.333333333,7.2,1
4587.95,16.66666667,7.8,0
12376.25,11.66666667,5.142857143,1
1539,6.666666667,6,0
10759.1,10,7.957,1
7218.91,8.333333333,7.7892,1
2884.19,10,6.538,0
3016.76,4.333333333,7.303846154,0
15934.4,17.66666667,.7358490566,1
5408.75,4.333333333,17.58,0
21810.61,15.66666667,9.464680851,1
3088.37,4,7.12,0
3609.08,9.666666667,6.194482759,1
2727.91,3.333333333,6.9,1
1310.01,4.333333333,7.414615385,0
2909.22,3.333333333,6.135,0
999.07,6,7,0
2487.05,4,5.1,0
11841.4,13.66666667,15.80487805,1
7404.29,3.666666667,6.589090909,0
741.94,3.333333333,6.12,0
9141.12,7,7.128571429,1
6202.78,3.666666667,10.67454545,0
1527.07,5.333333333,6.78,0
14748.13,3.666666667,11.39727273,1
1484.74,3.333333333,6.12,0
1373.17,4.666666667,9.857142857,0
10241.83,3.333333333,9.18,1
2372.73,4.333333333,9.692307692,1
12313.95,11.66666667,10.28571429,1
2094.41,12,7.083333333,0
6872.23,3.333333333,9.18,1
3146.85,3.333333333,10.41,1
4490,3.666666667,8.345454545,0
550.15,10,2.037,0
807.28,11,2.386363636,1
1356.94,10,3.317,1
1744.45,3.333333333,6.186,1
1470.91,4.333333333,11.09769231,1
3066.91,3.333333333,6.69,1
1096.94,3.333333333,6.429,1
1098.79,5,2.536,1
2259.79,6.333333333,6.909473684,0
1594.83,4,6.2025,0
531.31,3.333333333,2.64,0
564.45,3.333333333,6.9,0
2057.75,3.333333333,5.82,0
3705.2,3.333333333,5.94,0
2765.71,6.666666667,6.1665,1
2382.69,3.333333333,5.832,0
1802.81,3.333333333,6.12,0
1226.03,5.333333333,6.9225,0
921.4,7.333333333,9.312272727,0
666,3.333333333,6.114,1
4461.37,3.333333333,6.111,1
2270.35,3.333333333,6.36,1
840.8,3.333333333,5.82,0
742,5.333333333,6.46875,0
550.02,3.333333333,5.955,0
1388.92,3.333333333,5.82,0
2871.01,5,6.63,0
1383.58,3.333333333,5.82,0
2008.65,2,6.825,0
1254.71,5.666666667,7.418823529,1
1552.03,4.333333333,7.996153846,0
1409.33,4.666666667,4.118571429,1
1969.31,3.333333333,6.426,1
2139.81,2.666666667,14.19375,0
564.14,5,7.404,0
432.26,2,7.595,0
2663.13,3.666666667,6,0
266.87,2.666666667,6.07125,1
966.53,1.666666667,8.028,0
905.66,5.333333333,10.36125,1
3581.75,1.666666667,8.352,1
3947.21,11.66666667,8.032285714,1
2828.53,2,7.67,1
10899.94,4.333333333,6.939230769,1
1449.24,1,17.91,0
1772.05,3,7.266666667,0
1024.31,3.333333333,7.02,0
5325.5,3.666666667,6.979090909,1
1491.49,3.333333333,7.056,0
881.42,3.333333333,2.31,0
1659.09,3.666666667,6.436363636,0
1535.94,3.333333333,5.82,0
384.26,10,2.5,0
1267.63,2.666666667,8.25,1
928.09,2.333333333,3.857142857,0
1506.31,7,7.128571429,0
5200,10.66666667,5.71875,1
2037.46,4,7,1
1171.81,2.666666667,10.5,1
2201.35,4,7,0
1778.38,3.333333333,9,1
1172.84,4,4.8575,0
1525.21,4,9.5,0
1458.74,4.333333333,6.669230769,1
2476.31,3.333333333,7.2,1
4620.38,3.333333333,3.6,1
1576.42,8,6.875,1
3803.23,3.333333333,9.6,1
2774.47,3.333333333,6,1
3493.88,3.333333333,9,1
2647.82,6.666666667,8.4,1
1855.14,3.333333333,3.6,1
3422.18,6.666666667,6,1
2662,6.666666667,4.2,1
1545,3.333333333,12.6,1
728.4,3.333333333,6,0
632.78,3.333333333,6,1
3528.79,3.333333333,7.5,1
3966.78,3.333333333,6.3,0
1087.61,3.333333333,4.5,0
1966.86,3.333333333,6,1
3519.15,4,6.5,1
592.45,3.333333333,6.9,1
407.21,3.333333333,6.912,0
5681.4,4.333333333,12.45692308,1
618,1.333333333,7.5,0
1514.23,4.333333333,7.345384615,0
1859.05,3.666666667,7.401818182,0
2718.95,4.333333333,7.525384615,0
9702.4,8.666666667,7.730769231,1
2879.54,3.333333333,10.482,0
11744.51,7.333333333,7.408636364,1
1013.46,3.333333333,3.24,0
804.93,6.666666667,3.3705,0
1506.41,3.333333333,3.246,0
437.72,2.666666667,6.375,0
2316.48,3.333333333,3.24,0
384,1,10.82,0
1461,3.333333333,4.8,0
2575.75,3.333333333,3,0
3233.11,3.333333333,3.6,0
1171,3.333333333,3.246,0
6094.23,3.333333333,3.246,1
1063.04,8.333333333,4.68,1
601.62,5,6,1
1048.08,3.333333333,6.12,1
1894.68,12,1.666666667,1
1014.48,6.666666667,5.25,0
1441.58,8.333333333,5.76,1
1126.83,3.333333333,6.3,0
378.41,6.666666667,4.95,0
4424.55,20,6.5,1
927,9.333333333,2.142857143,1
2512.99,3.333333333,5.4,0
2477.43,3.333333333,3.9,1
2096.97,3.333333333,5.1,1
1753.81,10,5.5,1
501.97,6.666666667,5.25,1
508.95,3.333333333,4.8,1
1606,10,4,0
2569.88,5,5,1
4450.1,3.333333333,9,0
2649.11,10,4,1
1114.49,3.333333333,5.4,0
2571.44,3.333333333,7.5,0
1656.06,5,5.06,0
784.86,3.333333333,6.12,0
1544.51,10.66666667,1.875,0
974.69,3.333333333,6,0
1784.46,3.333333333,6.144,1
2717.33,3.333333333,6.12,1
1260.17,3.333333333,6.12,0
720.5,3.333333333,6.6,0
10370.81,4.333333333,3.293076923,1
1688.59,3,3.606666667,0
1888.91,6,6.93,0
2277.72,4,3.28,0
2619.62,5.666666667,5.212941176,1
2236.38,5.333333333,4.4925,0
1898.76,5.666666667,6.195882353,0
2475.7,3,7.033333333,0
3988.34,3.333333333,3.246,1
638.98,5,4.116,0
282.67,5.333333333,4.215,0
1707.89,4,5.75,0
1199,6.333333333,6.063157895,0
1358.15,5,6.02,0
1007.48,5.666666667,1.833529412,0
724.53,4,6.84,0
643.06,5,6.662,0
270.53,3.333333333,6.45,0
1028.74,3.333333333,6.75,0
